geonameid,name,asciiname,country_code,country_name,admin1,latitude,longitude,population,timezone
906054,Mongu,Mongu,ZM,Zambia,01,-15.24835,23.12741,111450,Africa/Lusaka
907111,Mazabuka,Mazabuka,ZM,Zambia,07,-15.85601,27.748,104412,Africa/Lusaka
915883,Kafue,Kafue,ZM,Zambia,09,-15.76911,28.18136,104174,Africa/Lusaka
914959,Kalulushi,Kalulushi,ZM,Zambia,08,-12.84151,28.09479,104046,Africa/Lusaka
917748,Choma,Choma,ZM,Zambia,07,-16.80889,26.9875,98974,Africa/Lusaka
13132732,Namalombwe,Namalombwe,ZM,Zambia,09,-15.39053,28.18986,97758,Africa/Lusaka
890299,Harare,Harare,ZW,Zimbabwe,10,-17.82772,31.05337,1542813,Africa/Harare
894701,Bulawayo,Bulawayo,ZW,Zimbabwe,09,-20.15,28.58333,665952,Africa/Harare
1106542,Chitungwiza,Chitungwiza,ZW,Zimbabwe,10,-18.01274,31.07555,371246,Africa/Harare
884979,Mutare,Mutare,ZW,Zimbabwe,01,-18.9707,32.67086,224802,Africa/Harare
1085510,Epworth,Epworth,ZW,Zimbabwe,10,-17.89,31.1475,206368,Africa/Harare
890422,Gweru,Gweru,ZW,Zimbabwe,02,-19.45,29.81667,158200,Africa/Harare
888710,Kwekwe,Kwekwe,ZW,Zimbabwe,02,-18.92809,29.81486,119863,Africa/Harare
889453,Kadoma,Kadoma,ZW,Zimbabwe,05,-18.33328,29.91534,117381,Africa/Harare
882009,Ruwa,Ruwa,ZW,Zimbabwe,04,-17.88972,31.24472,94083,Africa/Harare
893697,Chinhoyi,Chinhoyi,ZW,Zimbabwe,05,-17.36667,30.2,90800,Africa/Harare
886763,Masvingo,Masvingo,ZW,Zimbabwe,08,-20.06373,30.82766,90286,Africa/Harare
884141,Norton,Norton,ZW,Zimbabwe,05,-17.88333,30.7,87039,Africa/Harare
886990,Marondera,Marondera,ZW,Zimbabwe,04,-18.18527,31.55193,66204,Africa/Harare
894239,Chegutu,Chegutu,ZW,Zimbabwe,05,-18.13021,30.14074,65800,Africa/Harare
878549,Zvishavane,Zvishavane,ZW,Zimbabwe,08,-20.32674,30.06648,59717,Africa/Harare
895269,Beitbridge,Beitbridge,ZW,Zimbabwe,07,-22.21667,30.0,58574,Africa/Harare
895061,Bindura,Bindura,ZW,Zimbabwe,03,-17.30192,31.33056,50400,Africa/Harare
