geonameid,name,asciiname,country_code,country_name,admin1,latitude,longitude,population,timezone
58831,Gebiley,Gebiley,SO,Somalia,20,9.70028,43.62444,77320,Africa/Mogadishu
64013,Bosaso,Bosaso,SO,Somalia,03,11.28421,49.18158,74287,Africa/Mogadishu
12212406,Beled Hawo,Beled Hawo,SO,Somalia,06,3.9284,41.87997,73000,Africa/Mogadishu
342803,Balanbale,Balanbale,SO,Somalia,05,5.76897,45.76297,68000,Africa/Addis_Ababa
65785,Afgooye,Afgooye,SO,Somalia,14,2.1381,45.1212,65461,Africa/Mogadishu
59611,Gaalkacyo,Gaalkacyo,SO,Somalia,10,6.76972,47.43083,61200,Africa/Mogadishu
400769,Laascaanood,Laascaanood,SO,Somalia,22,8.47738,47.35971,60100,Africa/Mogadishu
58933,Garoowe,Garoowe,SO,Somalia,18,8.40207,48.48284,57300,Africa/Mogadishu
64460,Beledweyne,Beledweyne,SO,Somalia,07,4.73583,45.20361,55410,Africa/Mogadishu
52867,Qoryooley,Qoryooley,SO,Somalia,14,1.78784,44.52999,51720,Africa/Mogadishu
993800,Johannesburg,Johannesburg,ZA,South Africa,06,-26.20227,28.04363,9418183,Africa/Johannesburg
3369157,Cape Town,Cape Town,ZA,South Africa,11,-33.92584,18.42322,4772846,Africa/Johannesburg
1007311,Durban,Durban,ZA,South Africa,02,-29.8579,31.0292,3338026,Africa/Johannesburg
964137,Pretoria,Pretoria,ZA,South Africa,06,-25.74486,28.18783,2112693,Africa/Johannesburg
953781,Soweto,Soweto,ZA,South Africa,06,-26.26781,27.85849,1695047,Africa/Johannesburg
964420,Port Elizabeth,Port Elizabeth,ZA,South Africa,05,-33.96109,25.61494,1050078,Africa/Johannesburg
954013,Soshanguve,Soshanguve,ZA,South Africa,06,-25.47288,28.09919,872309,Africa/Johannesburg
965301,Pietermaritzburg,Pietermaritzburg,ZA,South Africa,02,-29.61679,30.39278,839327,Africa/Johannesburg
1004866,Evaton,Evaton,ZA,South Africa,06,-26.53333,27.85,725468,Africa/Johannesburg
1020098,Benoni,Benoni,ZA,South Africa,06,-26.18848,28.32078,605344,Africa/Johannesburg
1018725,Bloemfontein,Bloemfontein,ZA,South Africa,03,-29.12107,26.214,556637,Africa/Johannesburg
949880,Thembisa,Thembisa,ZA,South Africa,06,-25.99636,28.2268,511655,Africa/Johannesburg
1006984,East London,East London,ZA,South Africa,05,-33.01529,27.91162,478676,Africa/Johannesburg
944385,Vereeniging,Vereeniging,ZA,South Africa,06,-26.67313,27.92615,474681,Africa/Johannesburg
1017780,Boksburg,Boksburg,ZA,South Africa,06,-26.21197,28.25958,445168,Africa/Johannesburg
940909,Welkom,Welkom,ZA,South Africa,03,-27.97742,26.73506,431944,Africa/Johannesburg
971421,Newcastle,Newcastle,ZA,South Africa,02,-27.75796,29.9318,404838,Africa/Johannesburg
986822,Krugersdorp,Krugersdorp,ZA,South Africa,06,-26.08577,27.77515,378821,Africa/Johannesburg
958724,Rustenburg,Rustenburg,ZA,South Africa,10,-25.66756,27.24208,373695,Africa/Johannesburg
939270,Emalahleni,Emalahleni,ZA,South Africa,07,-25.87133,29.23323,373403,Africa/Johannesburg
373303,Juba,Juba,SS,South Sudan,01,4.85165,31.58247,450000,Africa/Juba
363807,Winejok,Winejok,SS,South Sudan,05,9.01222,27.57081,300000,Africa/Juba
363619,Yei,Yei,SS,South Sudan,01,4.09444,30.67639,260720,Africa/Juba
370737,Malakal,Malakal,SS,South Sudan,07,9.53342,31.66049,160765,Africa/Juba
363885,Wau,Wau,SS,South Sudan,09,7.70111,27.98972,127384,Africa/Juba
371712,Kuacjok,Kuacjok,SS,South Sudan,08,8.30278,27.98,78000,Africa/Juba
3117735,Madrid,Madrid,ES,Spain,29,40.4165,-3.70256,3255944,Europe/Madrid
3128760,Barcelona,Barcelona,ES,Spain,56,41.38879,2.15899,1620343,Europe/Madrid
2509954,Valencia,Valencia,ES,Spain,60,39.47391,-0.37966,825948,Europe/Madrid
2510911,Sevilla,Sevilla,ES,Spain,51,37.38283,-5.97317,687488,Europe/Madrid
3104324,Zaragoza,Zaragoza,ES,Spain,52,41.65606,-0.87734,686986,Europe/Madrid
2514256,Málaga,Malaga,ES,Spain,51,36.72016,-4.42034,591637,Europe/Madrid
2513416,Murcia,Murcia,ES,Spain,31,37.98704,-1.13004,460349,Europe/Madrid
2512989,Palma,Palma,ES,Spain,07,39.56939,2.65024,409661,Europe/Madrid
2515270,Las Palmas de Gran Canaria,Las Palmas de Gran Canaria,ES,Spain,53,28.10178,-15.41573,378517,Atlantic/Canary
2521978,Alicante,Alicante,ES,Spain,60,38.34517,-0.48149,348901,Europe/Madrid
3128026,Bilbao,Bilbao,ES,Spain,59,43.26271,-2.92528,347342,Europe/Madrid
2519240,Córdoba,Cordoba,ES,Spain,51,37.89155,-4.77275,325708,Europe/Madrid
3106672,Valladolid,Valladolid,ES,Spain,55,41.65541,-4.72353,300618,Europe/Madrid
3105976,Vigo,Vigo,ES,Spain,58,42.23282,-8.72264,293642,Europe/Madrid
3121424,Gijón,Gijon,ES,Spain,34,43.53573,-5.66152,271780,Europe/Madrid
6544100,Eixample,Eixample,ES,Spain,56,41.38896,2.16179,266477,Europe/Madrid
3120619,L'Hospitalet de Llobregat,L'Hospitalet de Llobregat,ES,Spain,56,41.35967,2.10028,257038,Europe/Madrid
6544489,Latina,Latina,ES,Spain,29,40.38897,-3.74569,256644,Europe/Madrid
6544493,Carabanchel,Carabanchel,ES,Spain,29,40.39094,-3.7242,253678,Europe/Madrid
3119841,A Coruña,A Coruna,ES,Spain,58,43.37135,-8.396,250438,Europe/Madrid
379252,Khartoum,Khartoum,SD,Sudan,29,15.55177,32.53241,1974647,Africa/Khartoum
365137,Omdurman,Omdurman,SD,Sudan,29,15.64453,32.47773,1849659,Africa/Khartoum
379251,Khartoum North,Khartoum North,SD,Sudan,29,15.64925,32.53458,1012211,Africa/Khartoum
369004,Nyala,Nyala,SD,Sudan,49,12.04888,24.88069,565734,Africa/Khartoum
377039,Port Sudan,Port Sudan,SD,Sudan,36,19.61745,37.21644,489725,Africa/Khartoum
372753,Kassala,Kassala,SD,Sudan,52,15.45099,36.39998,401477,Africa/Khartoum
379003,El Obeid,El Obeid,SD,Sudan,56,13.18421,30.21669,393311,Africa/Khartoum
379062,Al Qadarif,Al Qadarif,SD,Sudan,39,14.03493,35.38344,363945,Africa/Khartoum
371760,Kosti,Kosti,SD,Sudan,41,13.1629,32.66347,345068,Africa/Khartoum
364103,Wad Medani,Wad Medani,SD,Sudan,38,14.40118,33.51989,332714,Africa/Khartoum
380148,El Daein,El Daein,SD,Sudan,60,11.46186,26.12583,264734,Africa/Khartoum
379555,El Fasher,El Fasher,SD,Sudan,55,13.62793,25.34936,252609,Africa/Khartoum
366847,Singa,Singa,SD,Sudan,58,13.1483,33.93117,250000,Africa/Khartoum
380174,Ad-Damazin,Ad-Damazin,SD,Sudan,42,11.7891,34.3592,186051,Africa/Khartoum
379303,Geneina,Geneina,SD,Sudan,47,13.45262,22.44725,162981,Africa/Khartoum
368277,Rabak,Rabak,SD,Sudan,41,13.18087,32.73999,135281,Africa/Khartoum
379302,El Geneina Fort,El Geneina Fort,SD,Sudan,47,13.47481,22.45744,134264,Africa/Khartoum
367644,Sinnar,Sinnar,SD,Sudan,58,13.56907,33.56718,130122,Africa/Khartoum
379149,Al Manāqil,Al Manaqil,SD,Sudan,38,14.2459,32.9891,128297,Africa/Khartoum
8504621,Gereida,Gereida,SD,Sudan,49,11.27543,25.14026,120000,Africa/Khartoum
2673730,Stockholm,Stockholm,SE,Sweden,26,59.32938,18.06871,1515017,Europe/Stockholm
2711537,Göteborg,Goeteborg,SE,Sweden,28,57.70716,11.96679,608462,Europe/Stockholm
2692969,Malmö,Malmoe,SE,Sweden,27,55.60587,13.00073,362133,Europe/Stockholm
2666199,Uppsala,Uppsala,SE,Sweden,21,59.85882,17.63889,177074,Europe/Stockholm
2694762,Linköping,Linkoeping,SE,Sweden,16,58.41086,15.62157,166673,Europe/Stockholm
2686657,Örebro,OErebro,SE,Sweden,15,59.27412,15.2066,155989,Europe/Stockholm
2675408,Sollentuna,Sollentuna,SE,Sweden,26,59.42804,17.95093,139606,Europe/Stockholm
602150,Umeå,Umea,SE,Sweden,23,63.82842,20.25972,130224,Europe/Stockholm
2664454,Västerås,Vaesteras,SE,Sweden,25,59.61617,16.55276,127799,Europe/Stockholm
2676209,Södermalm,Soedermalm,SE,Sweden,26,59.31278,18.07577,127323,Europe/Stockholm
2702979,Jönköping,Joenkoeping,SE,Sweden,08,57.78145,14.15618,112766,Europe/Stockholm
2706767,Helsingborg,Helsingborg,SE,Sweden,27,56.04673,12.69437,104250,Europe/Stockholm
2688368,Norrköping,Norrkoeping,SE,Sweden,16,58.59419,16.1826,93765,Europe/Stockholm
2704620,Huddinge,Huddinge,SE,Sweden,26,59.23705,17.98192,90182,Europe/Stockholm
2693678,Lund,Lund,SE,Sweden,27,55.70584,13.19321,87244,Europe/Stockholm
604490,Luleå,Lulea,SE,Sweden,14,65.58415,22.15465,77832,Europe/Stockholm
2707953,Haninge,Haninge,SE,Sweden,26,59.16775,18.14478,74968,Europe/Stockholm
2712414,Gävle,Gaevle,SE,Sweden,03,60.67452,17.14174,74884,Europe/Stockholm
2720501,Borås,Boras,SE,Sweden,28,57.72101,12.9401,71700,Europe/Stockholm
2663536,Växjö,Vaexjoe,SE,Sweden,12,56.87767,14.80906,71282,Europe/Stockholm
2657896,Zürich,Zuerich,CH,Switzerland,ZH,47.36667,8.55,415367,Europe/Zurich
2660646,Genève,Geneve,CH,Switzerland,GE,46.20222,6.14569,201741,Europe/Zurich
2661604,Basel,Basel,CH,Switzerland,BS,47.55839,7.57327,177595,Europe/Zurich
2659994,Lausanne,Lausanne,CH,Switzerland,VD,46.516,6.63282,139111,Europe/Zurich
2661552,Bern,Bern,CH,Switzerland,BE,46.94809,7.44744,121631,Europe/Zurich
2657970,Winterthur,Winterthur,CH,Switzerland,ZH,47.50564,8.72413,111840,Europe/Zurich
2659811,Luzern,Luzern,CH,Switzerland,LU,47.05048,8.30635,81691,Europe/Zurich
2658822,Sankt Gallen,Sankt Gallen,CH,Switzerland,SG,47.42391,9.37477,75833,Europe/Zurich
2659836,Lugano,Lugano,CH,Switzerland,TI,46.01008,8.96004,63185,Europe/Zurich
2661513,Biel/Bienne,Biel/Bienne,CH,Switzerland,BE,47.13713,7.24608,55120,Europe/Zurich
6295533,Zürich (Kreis 11),Zuerich (Kreis 11),CH,Switzerland,ZH,47.42326,8.52166,54260,Europe/Zurich
170063,Aleppo,Aleppo,SY,Syria,09,36.20124,37.16117,2098210,Asia/Damascus
170654,Damascus,Damascus,SY,Syria,13,33.5102,36.29128,1569394,Asia/Damascus
169577,Homs,Homs,SY,Syria,11,34.72405,36.72559,775404,Asia/Damascus
173576,Latakia,Latakia,SY,Syria,02,35.53125,35.79088,709000,Asia/Damascus
172955,Ar Raqqah,Ar Raqqah,SY,Syria,04,35.95283,39.00788,531952,Asia/Damascus
170017,Ḩamāh,Hamah,SY,Syria,10,35.13179,36.75783,460602,Asia/Damascus
163345,Ţarţūs,Tartus,SY,Syria,14,34.88902,35.88659,458327,Asia/Damascus
173811,Al Ḩasakah,Al Hasakah,SY,Syria,01,36.50237,40.74772,422445,Asia/Damascus
170794,Deir ez-Zor,Deir ez-Zor,SY,Syria,07,35.33588,40.14084,271800,Asia/Damascus
174018,Al Bāb,Al Bab,SY,Syria,09,36.37051,37.5157,130745,Asia/Damascus
169389,Idlib,Idlib,SY,Syria,12,35.93062,36.63393,128840,Asia/Damascus
170592,Dūmā,Duma,SY,Syria,08,33.57175,36.4027,111864,Asia/Damascus
167357,Manbij,Manbij,SY,Syria,09,36.52815,37.95495,99497,Asia/Damascus
170905,Dar‘ā,Dar'a,SY,Syria,06,32.61889,36.10213,97969,Asia/Damascus
164947,As Salamīyah,As Salamiyah,SY,Syria,10,35.01127,37.05324,94887,Asia/Damascus
172374,Ath Thawrah,Ath Thawrah,SY,Syria,04,35.83758,38.54828,87880,Asia/Damascus
170892,Dārayyā,Darayya,SY,Syria,08,33.45835,36.23256,71596,Asia/Damascus
172082,I‘zāz,I`zaz,SY,Syria,09,36.58662,37.04628,66138,Asia/Damascus
169304,Jablah,Jablah,SY,Syria,02,35.36211,35.92759,65915,Asia/Damascus
172503,As Safīrah,As Safirah,SY,Syria,09,36.07696,37.37251,63708,Asia/Damascus
160263,Dar es Salaam,Dar es Salaam,TZ,Tanzania,23,-6.82349,39.26951,5383728,Africa/Dar_es_Salaam
152224,Mwanza,Mwanza,TZ,Tanzania,12,-2.51667,32.9,1104521,Africa/Dar_es_Salaam
160196,Dodoma,Dodoma,TZ,Tanzania,03,-6.17221,35.73947,765179,Africa/Dar_es_Salaam
148730,Zanzibar,Zanzibar,TZ,Tanzania,25,-6.16394,39.19793,709809,Africa/Dar_es_Salaam
161325,Arusha,Arusha,TZ,Tanzania,26,-3.36667,36.68333,617631,Africa/Dar_es_Salaam
154380,Mbeya,Mbeya,TZ,Tanzania,09,-8.9,33.45,541603,Africa/Dar_es_Salaam
153220,Morogoro,Morogoro,TZ,Tanzania,10,-6.82102,37.66122,471409,Africa/Dar_es_Salaam
158597,Kahama,Kahama,TZ,Tanzania,15,-3.83333,32.6,453654,Africa/Dar_es_Salaam
149606,Tanga,Tanga,TZ,Tanzania,18,-5.06893,39.09875,393429,Africa/Dar_es_Salaam
159908,Geita,Geita,TZ,Tanzania,28,-2.8725,32.2325,318006,Africa/Dar_es_Salaam
149658,Tabora,Tabora,TZ,Tanzania,17,-5.01622,32.82663,308741,Africa/Dar_es_Salaam
149703,Sumbawanga,Sumbawanga,TZ,Tanzania,24,-7.96667,31.61667,303986,Africa/Dar_es_Salaam
877401,Songea,Songea,TZ,Tanzania,14,-10.68333,35.65,286285,Africa/Dar_es_Salaam
158027,Kibaha,Kibaha,TZ,Tanzania,02,-6.76667,38.91667,265360,Africa/Dar_es_Salaam
161218,Bariadi,Bariadi,TZ,Tanzania,31,-2.8,33.98333,260927,Africa/Dar_es_Salaam
158214,Kasulu,Kasulu,TZ,Tanzania,05,-4.57667,30.1025,238321,Africa/Dar_es_Salaam
149879,Singida,Singida,TZ,Tanzania,16,-4.81629,34.74358,232459,Africa/Dar_es_Salaam
157738,Kigoma,Kigoma,TZ,Tanzania,05,-4.87694,29.62667,232388,Africa/Dar_es_Salaam
153209,Moshi,Moshi,TZ,Tanzania,06,-3.35,37.33333,221733,Africa/Dar_es_Salaam
149402,Tunduma,Tunduma,TZ,Tanzania,32,-9.3,32.76667,219309,Africa/Dar_es_Salaam
2365267,Lomé,Lome,TG,Togo,24,6.12874,1.22154,2188376,Africa/Lome
2364104,Sokodé,Sokode,TG,Togo,22,8.98333,1.13333,117811,Africa/Lome
2366152,Kara,Kara,TG,Togo,23,9.55111,1.18611,104207,Africa/Lome
2367886,Atakpamé,Atakpame,TG,Togo,25,7.53333,1.13333,80683,Africa/Lome
2365560,Kpalimé,Kpalime,TG,Togo,25,6.9,0.63333,75084,Africa/Lome
2367568,Bassar,Bassar,TG,Togo,23,9.25025,0.78213,61845,Africa/Lome
2367164,Dapaong,Dapaong,TG,Togo,26,10.86225,0.20762,58071,Africa/Lome
2363534,Tsévié,Tsevie,TG,Togo,24,6.42611,1.21333,55775,Africa/Lome
2464470,Tunis,Tunis,TN,Tunisia,36,36.81897,10.16579,693210,Africa/Tunis
2467454,Sfax,Sfax,TN,Tunisia,32,34.74056,10.76028,280566,Africa/Tunis
2464915,Sousse,Sousse,TN,Tunisia,23,35.82539,10.63699,221715,Africa/Tunis
2473449,Kairouan,Kairouan,TN,Tunisia,03,35.6781,10.09633,139070,Africa/Tunis
2472706,Bizerte,Bizerte,TN,Tunisia,18,37.27442,9.87391,138430,Africa/Tunis
2464960,Sukrah,Sukrah,TN,Tunisia,38,36.87744,10.2468,129693,Africa/Tunis
2473247,Aryanah,Aryanah,TN,Tunisia,38,36.86012,10.19337,114486,Africa/Tunis
2468369,Gabès,Gabes,TN,Tunisia,29,33.88146,10.0982,110075,Africa/Tunis
2473164,Sejoumi,Sejoumi,TN,Tunisia,36,36.75583,10.11833,109672,Africa/Tunis
11204413,El Mourouj,El Mourouj,TN,Tunisia,27,36.71364,10.2096,104538,Africa/Tunis
2473744,Hammamet,Hammamet,TN,Tunisia,19,36.4,10.61667,97579,Africa/Tunis
2468353,Gafsa,Gafsa,TN,Tunisia,30,34.425,8.78417,95242,Africa/Tunis
7870240,La Gazelle,La Gazelle,TN,Tunisia,38,36.89479,10.18604,94961,Africa/Tunis
2473493,Monastir,Monastir,TN,Tunisia,16,35.77799,10.82617,93306,Africa/Tunis
2473540,La Marsa,La Marsa,TN,Tunisia,36,36.87818,10.32466,92987,Africa/Tunis
2472479,Ben Arous,Ben Arous,TN,Tunisia,27,36.75452,10.22167,88322,Africa/Tunis
2473457,Kasserine,Kasserine,TN,Tunisia,02,35.16758,8.83651,84365,Africa/Tunis
13132712,Ettadhamen,Ettadhamen,TN,Tunisia,38,36.83246,10.10995,84312,Africa/Tunis
13132711,Douar Hicher,Douar Hicher,TN,Tunisia,39,36.82657,10.08974,82532,Africa/Tunis
2470656,La Goulette,La Goulette,TN,Tunisia,36,36.81919,10.30646,79795,Africa/Tunis
232422,Kampala,Kampala,UG,Uganda,C,0.31628,32.58219,1680600,Africa/Kampala
10943053,Nansana,Nansana,UG,Uganda,C,0.36389,32.52861,532800,Africa/Kampala
231165,Kira,Kira,UG,Uganda,C,0.4,32.63333,462900,Africa/Kampala
234179,Bunamwaya,Bunamwaya,UG,Uganda,C,0.25344,32.55723,413400,Africa/Kampala
10858926,Kyengera,Kyengera,UG,Uganda,C,0.29517,32.50159,285400,Africa/Kampala
229268,Mbarara,Mbarara,UG,Uganda,W,-0.60467,30.64851,221300,Africa/Kampala
232110,Kasangati,Kasangati,UG,Uganda,C,0.43803,32.60246,207800,Africa/Kampala
228853,Mukono,Mukono,UG,Uganda,C,0.35333,32.75528,191300,Africa/Kampala
227812,Njeru,Njeru,UG,Uganda,C,0.44166,33.17917,178800,Africa/Kampala
233346,Gulu,Gulu,UG,Uganda,N,2.77457,32.29899,177400,Africa/Kampala
231954,Katabi,Katabi,UG,Uganda,C,0.08411,32.46972,154300,Africa/Kampala
232713,Kajansi,Kajansi,UG,Uganda,C,0.21548,32.53453,135600,Africa/Kampala
229911,Lugazi,Lugazi,UG,Uganda,C,0.36788,32.9376,128400,Africa/Kampala
233312,Hoima,Hoima,UG,Uganda,W,1.43314,31.35241,122700,Africa/Kampala
228971,Mubende,Mubende,UG,Uganda,C,0.55849,31.39489,121600,Africa/Kampala
230166,Lira,Lira,UG,Uganda,N,2.2499,32.89985,119323,Africa/Kampala
233299,Ibanda,Ibanda,UG,Uganda,W,-0.13398,30.49616,117700,Africa/Kampala
229380,Masaka,Masaka,UG,Uganda,C,-0.33379,31.73409,116600,Africa/Kampala
232066,Kasese,Kasese,UG,Uganda,W,0.18333,30.08333,115400,Africa/Kampala
229278,Mbale,Mbale,UG,Uganda,E,1.08209,34.17503,111300,Africa/Kampala
703448,Kyiv,Kyiv,UA,Ukraine,12,50.45466,30.5238,2797553,Europe/Kyiv
706483,Kharkiv,Kharkiv,UA,Ukraine,07,49.98177,36.25475,1433886,Europe/Kyiv
698740,Odesa,Odesa,UA,Ukraine,17,46.48572,30.74383,1015826,Europe/Kyiv
709930,Dnipro,Dnipro,UA,Ukraine,04,48.46664,35.04066,968502,Europe/Kyiv
709717,Donetsk,Donetsk,UA,Ukraine,05,48.023,37.80224,901645,Europe/Kyiv
702550,Lviv,Lviv,UA,Ukraine,15,49.83826,24.02324,717273,Europe/Kyiv
687700,Zaporizhzhya,Zaporizhzhya,UA,Ukraine,26,47.85167,35.11714,710052,Europe/Kyiv
703845,Kryvyy Rih,Kryvyy Rih,UA,Ukraine,04,47.90572,33.39404,603904,Europe/Kyiv
694423,Sevastopol,Sevastopol,UA,Ukraine,20,44.60795,33.52134,547820,Europe/Simferopol
700569,Mykolayiv,Mykolayiv,UA,Ukraine,16,46.97625,31.99296,470011,Europe/Kyiv
6722148,Saltivka,Saltivka,UA,Ukraine,07,50.02207,36.34901,400000,Europe/Kyiv
702658,Luhansk,Luhansk,UA,Ukraine,14,48.56814,39.30553,397677,Europe/Kyiv
689558,Vinnytsya,Vinnytsya,UA,Ukraine,23,49.2322,28.46871,369839,Europe/Kyiv
692909,Stara Darnytsya,Stara Darnytsya,UA,Ukraine,12,50.43333,30.63333,339299,Europe/Kyiv
702320,Makiivka,Makiivka,UA,Ukraine,05,48.04782,37.92576,338968,Europe/Kyiv
693805,Simferopol,Simferopol,UA,Ukraine,11,44.95719,34.11079,336460,Europe/Simferopol
710735,Chernihiv,Chernihiv,UA,Ukraine,02,51.50541,31.28656,285234,Europe/Kyiv
706448,Kherson,Kherson,UA,Ukraine,08,46.63695,32.61458,283649,Europe/Kyiv
696643,Poltava,Poltava,UA,Ukraine,18,49.58925,34.55367,283402,Europe/Kyiv
706369,Khmelnytskyi,Khmelnytskyi,UA,Ukraine,09,49.41835,26.97936,274582,Europe/Kyiv
292223,Dubai,Dubai,AE,United Arab Emirates,03,25.07725,55.30927,3790000,Asia/Dubai
292968,Abu Dhabi,Abu Dhabi,AE,United Arab Emirates,01,24.45118,54.39696,1807000,Asia/Dubai
292672,Sharjah,Sharjah,AE,United Arab Emirates,06,25.3342,55.41221,1800000,Asia/Dubai
292913,Al Ain City,Al Ain City,AE,United Arab Emirates,01,24.19167,55.76056,846747,Asia/Dubai
292932,Ajman City,Ajman City,AE,United Arab Emirates,02,25.40177,55.47878,490035,Asia/Dubai
292261,Dayrah,Dayrah,AE,United Arab Emirates,03,25.27143,55.30207,400000,Asia/Dubai
291074,Ras Al Khaimah City,Ras Al Khaimah City,AE,United Arab Emirates,05,25.78953,55.9432,351943,Asia/Dubai
12042053,Musaffah,Musaffah,AE,United Arab Emirates,01,24.35893,54.48267,243341,Asia/Dubai
11524601,Jebel Ali,Jebel Ali,AE,United Arab Emirates,03,25.00255,55.10811,210000,Asia/Dubai
13118432,Business Bay,Business Bay,AE,United Arab Emirates,03,25.18544,55.26969,191000,Asia/Dubai
11048853,Dubai Investments Park,Dubai Investments Park,AE,United Arab Emirates,03,25.00827,55.15682,160000,Asia/Dubai
8469668,International City,International City,AE,United Arab Emirates,03,25.16383,55.40987,120000,Asia/Dubai
8469788,Dubai Marina,Dubai Marina,AE,United Arab Emirates,03,25.08525,55.14646,120000,Asia/Dubai
292878,Al Fujairah City,Al Fujairah City,AE,United Arab Emirates,04,25.11641,56.34141,118933,Asia/Dubai
8476509,Al Majaz,Al Majaz,AE,United Arab Emirates,06,25.32354,55.38774,116503,Asia/Dubai
290503,Warīsān,Warisan,AE,United Arab Emirates,03,25.16744,55.40708,108759,Asia/Dubai
13118424,Dubai Silicon Oasis,Dubai Silicon Oasis,AE,United Arab Emirates,03,25.11985,55.38718,90000,Asia/Dubai
8475866,Ar Rumaylah,Ar Rumaylah,AE,United Arab Emirates,02,25.40338,55.4334,86000,Asia/Dubai
8057551,Khalifah A City,Khalifah A City,AE,United Arab Emirates,01,24.42588,54.605,85374,Asia/Dubai
13118447,Mohammed Bin Zayed City,Mohammed Bin Zayed City,AE,United Arab Emirates,01,24.34794,54.55368,85000,Asia/Dubai
2643743,London,London,GB,United Kingdom,ENG,51.50853,-0.12574,8961989,Europe/London
2655603,Birmingham,Birmingham,GB,United Kingdom,ENG,52.48142,-1.89983,1157603,Europe/London
2648579,Glasgow,Glasgow,GB,United Kingdom,SCT,55.86515,-4.25763,626410,Europe/London
2643123,Manchester,Manchester,GB,United Kingdom,ENG,53.48095,-2.23743,568996,Europe/London
2638077,Sheffield,Sheffield,GB,United Kingdom,ENG,53.38297,-1.4659,556500,Europe/London
2644688,Leeds,Leeds,GB,United Kingdom,ENG,53.79648,-1.54785,536280,Europe/London
2650225,Edinburgh,Edinburgh,GB,United Kingdom,SCT,55.95206,-3.19648,514990,Europe/London
2644210,Liverpool,Liverpool,GB,United Kingdom,ENG,53.41058,-2.97794,496770,Europe/London
2654675,Bristol,Bristol,GB,United Kingdom,ENG,51.45523,-2.59665,479024,Europe/London
2653822,Cardiff,Cardiff,GB,United Kingdom,WLS,51.48,-3.18,372089,Europe/London
2644668,Leicester,Leicester,GB,United Kingdom,ENG,52.6386,-1.13169,368600,Europe/London
2654993,Bradford,Bradford,GB,United Kingdom,ENG,53.79391,-1.75206,366187,Europe/London
2655984,Belfast,Belfast,GB,United Kingdom,NIR,54.59682,-5.92541,348005,Europe/London
2652221,Coventry,Coventry,GB,United Kingdom,ENG,52.40656,-1.51217,345324,Europe/London
2654789,Brent,Brent,GB,United Kingdom,ENG,51.55306,-0.3023,329100,Europe/London
2655613,Birkenhead,Birkenhead,GB,United Kingdom,ENG,53.39337,-3.01479,325264,Europe/London
2641170,Nottingham,Nottingham,GB,United Kingdom,ENG,52.9536,-1.15047,323632,Europe/London
2646003,Islington,Islington,GB,United Kingdom,ENG,51.53622,-0.10304,319143,Europe/London
2639577,Reading,Reading,GB,United Kingdom,ENG,51.45625,-0.97113,318014,Europe/London
2645425,Kingston upon Hull,Kingston upon Hull,GB,United Kingdom,ENG,53.7446,-0.33525,314018,Europe/London
71137,Sanaa,Sanaa,YE,Yemen,26,15.35452,44.20646,1937451,Asia/Aden
415189,Aden,Aden,YE,Yemen,02,12.77957,45.03852,1079670,Asia/Aden
70225,Taiz,Taiz,YE,Yemen,25,13.57952,44.02091,940600,Asia/Aden
74477,Ibb,Ibb,YE,Yemen,23,13.96667,44.18333,771514,Asia/Aden
79415,Al Ḩudaydah,Al Hudaydah,YE,Yemen,08,14.79781,42.95452,734699,Asia/Aden
78754,Mukalla,Mukalla,YE,Yemen,04,14.54248,49.12424,594951,Asia/Aden
76184,Dhamār,Dhamar,YE,Yemen,11,14.54274,44.40514,160114,Asia/Aden
78428,‘Amrān,'Amran,YE,Yemen,19,15.6594,43.94385,90792,Asia/Aden
70979,Sayyān,Sayyan,YE,Yemen,16,15.17177,44.32442,69404,Asia/Aden
69500,Zabīd,Zabid,YE,Yemen,08,14.1951,43.31518,52590,Asia/Aden
71334,Sa'dah,Sa'dah,YE,Yemen,15,16.94021,43.76393,51870,Asia/Aden
909137,Lusaka,Lusaka,ZM,Zambia,09,-15.40669,28.28713,2212301,Africa/Lusaka
911148,Kitwe,Kitwe,ZM,Zambia,08,-12.80243,28.21323,665961,Africa/Lusaka
901344,Ndola,Ndola,ZM,Zambia,08,-12.95867,28.63659,627503,Africa/Lusaka
918702,Chipata,Chipata,ZM,Zambia,03,-13.63333,32.65,327059,Africa/Lusaka
897045,Solwezi,Solwezi,ZM,Zambia,06,-12.1688,26.38938,301370,Africa/Lusaka
916095,Kabwe,Kabwe,ZM,Zambia,02,-14.4469,28.44644,288598,Africa/Lusaka
919009,Chingola,Chingola,ZM,Zambia,08,-12.52897,27.88382,256560,Africa/Lusaka
909863,Luanshya,Luanshya,ZM,Zambia,08,-13.13667,28.41661,193293,Africa/Lusaka
912764,Kasama,Kasama,ZM,Zambia,05,-10.21289,31.18084,179636,Africa/Lusaka
910111,Livingstone,Livingstone,ZM,Zambia,07,-17.84194,25.85425,178361,Africa/Lusaka
907770,Mansa,Mansa,ZM,Zambia,04,-11.19976,28.89431,170965,Africa/Lusaka
905395,Mufulira,Mufulira,ZM,Zambia,08,-12.54982,28.24071,169136,Africa/Lusaka
13132725,Chunga,Chunga,ZM,Zambia,09,-15.31737,28.26868,115539,Africa/Lusaka
919544,Chililabombwe,Chililabombwe,ZM,Zambia,08,-12.36475,27.82286,113876,Africa/Lusaka
